SAMPLE_ID,GENOMIC,5_FPG_GENE_NAME,5_FRAME,3_FPG_GENE_NAME,3_FRAME,DRIVER_PROB
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr11:64088340>chr17:39661802,PRDX5,0,KRT13,1,2.747314615812757E-4
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr12:104341099>chr14:24606770,HSP90B1,1,PSME1,1,0.27504984192862075
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr15:43308061>chr3:113667775,UBR1,2,ZDHHC23,1,0.8836977591857493
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr1:153430350>chr6:42110287,S100A7,2,C6orf132,0,0.006030054217415909
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr2:99976698>chr19:56658578,EIF5B,2,ZNF444,0,0.7976700390080689
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr10:75672802>chr4:113568454,PLAU,1,LARP7,2,0.07081325870053375
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr7:5372276>chr7:100485095,TNRC18,2,SRRT,1,2.0246346612628755E-4
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr19:55598918>chr16:2903912,EPS8L1,1,PRSS22,2,0.011161417390900302
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chrX:76778818>chr14:24680922,ATRX,1,CHMP4A,1,0.06187565078232858
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr10:8007593>chr14:102551201,TAF3,1,HSP90AA1,0,3.684782145489232E-5
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr19:11141547>chr7:41729660,SMARCA4,1,INHBA,2,0.31572988765081234
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr12:6879585>chr12:57559644,PTMS,0,LRP1,0,0.07308994600146818
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr13:46594693>chr18:33077682,ZC3H13,0,INO80C,0,0.013923697208983446
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr1:33959905>chr1:108116694,ZSCAN20,1,VAV3,2,0.9961164767175613
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr8:99054050>chr1:153005201,RPL30,0,SPRR1B,0,7.595666169935918E-4
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr8:48849036>chr10:32323630,PRKDC,2,KIF5B,1,0.9431981016913045
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr17:29195358>chr8:144999120,ATAD5,0,PLEC,0,0.040826889918502474
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr4:73968244>chr6:168307951,ANKRD17,0,MLLT4,2,0.9946714572702885
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr1:36216942>chr19:2115330,CLSPN,1,AP3D1,2,0.7456253390018562
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr13:107211855>chr19:15224611,ARGLU1,0,SYDE1,2,0.02013126696634984
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr19:15224613>chr13:107211853,SYDE1,0,ARGLU1,2,0.1056514395927692
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr17:25924340>chr10:12071494,KSR1,1,UPF2,2,0.3855703624574227
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chrX:122757100>chr2:100019489,THOC2,2,REV1,1,0.8261495595833019
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr14:73577584>chr8:28206103,RBM25,0,ZNF395,0,0.882782350791037
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr2:31416086>chr20:34319875,CAPN14,1,RBM39,2,0.0024072945769040292
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr5:175925968>chr1:153719805,FAF2,1,INTS3,1,0.391277326171123
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr5:140084049>chr5:96073649,ZMAT2,0,CAST,0,0.9988765161078692
R1504202613_S11_L004_.non-rRNA.P.Chimeric.out.junction,chr9:95051672>chr2:128261128,IARS,0,IWS1,2,0.005659866287785027
