SAMPLE_ID,GENOMIC,5_FPG_GENE_NAME,5_FRAME,3_FPG_GENE_NAME,3_FRAME,DRIVER_PROB
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chrX:70520425>chr10:94413692,NONO,0,KIF11,0,0.3828505437899981
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr19:18685906>chr1:234744204,UBA52,2,IRF2BP2,2,0.2657788344061217
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr8:101721725>chr13:25671647,PABPC1,2,PABPC3,1,1.9608827882661102E-4
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr1:27101365>chr1:201300380,ARID1A,2,PKP1,0,0.012439283760043482
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr14:73569999>chr12:62777772,RBM25,0,USP15,2,0.010756523974501555
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr11:27516918>chr3:58304475,LIN7C,0,RPP14,0,0.13959809791098984
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr17:57721636>chr17:57816309,CLTC,0,VMP1,0,0.009895229242998392
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr2:200828561>chr15:72876276,C2orf47,0,ARIH1,0,0.03191341615222558
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr16:81478955>chr9:131018177,CMIP,0,GOLGA2,0,0.19228647299436494
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr20:57603885>chr1:151958641,ATP5E,0,S100A10,0,7.043982242101431E-4
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr1:52306071>chr11:102102632,NRD1,2,YAP1,0,0.047168830007433514
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr6:24701820>chr1:43241400,ACOT13,0,C1orf50,0,0.028971241853274453
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr20:43535178>chr5:140698490,YWHAB,0,TAF7,0,0.009195508030389833
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr20:43514427>chr2:75107487,YWHAB,0,HK2,2,0.06156666317488294
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr1:21069624>chrX:153275957,HP1BP3,0,IRAK1,0,0.9999197404253206
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr15:40328604>chr3:40503528,SRP14,1,RPL14,1,5.354691612556089E-5
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr1:155170976>chr19:3492460,THBS3,1,DOHH,2,4.1854114973870226E-4
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr3:184040871>chr17:38179469,EIF4G1,0,MED24,2,0.013923697208983446
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr7:6624720>chr4:30722520,ZDHHC4,2,PCDH7,0,0.08781483562504505
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr15:91509605>chr10:105062901,PRC1,0,PCGF6,0,0.03035350748173428
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chrY:21154176>chr17:40574925,CD24,0,PTRF,2,0.03468977914322358
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr1:182812428>chr2:131905858,DHX9,0,PLEKHB2,0,0.11456977473396583
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr16:450413>chr7:100031657,NME4,0,MEPCE,0,0.027819486047930893
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr14:103195570>chr4:109588523,RCOR1,0,OSTC,0,0.0651001673191242
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr12:131359097>chr22:38021918,RAN,1,GGA1,2,0.0021729508701566528
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr4:174253247>chr14:102551201,HMGB2,1,HSP90AA1,0,2.271438374151027E-4
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr6:44218074>chrX:118672225,HSP90AB1,1,CXorf56,0,0.0015780819962265536
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr2:175424869>chr16:58741800,WIPF1,0,GOT2,0,0.19228647299436494
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr4:2749642>chr11:108031606,TNIP2,2,NPAT,0,0.001291625638177841
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr11:17537838>chr11:17131978,USH1C,2,PIK3C2A,1,0.22551650301194862
R1506023210_S3_L004_.non-rRNA.P.Chimeric.out.junction,chr16:69496958>chr2:27002868,CYB5B,0,SLC35F6,0,0.016208894737005538
