	R1506023209.filt.isoforms	R1506023210.filt.isoforms
ENST00000401042.3,2.832,0.151,MIER1
ENST00000564528.1,0.010,1.272,ZNF23
ENST00000572449.1,1.347,0.020,CCDC64B
ENST00000357634.3,0.030,0.475,SAMD4A
ENST00000504181.1,11.152,0.707,LSM6
ENST00000545423.1,5.289,0.212,MSTO2P
ENST00000398538.1,0.050,1.282,BAI2
ENST00000354531.2,0.416,0.010,HEATR5B
ENST00000466048.2,2.030,0.081,USP54
ENST00000340545.5,0.089,1.303,MEIS2
ENST00000495180.1,0.129,1.989,PHLDB2
ENST00000261961.3,0.010,0.798,UNC5A
ENST00000379550.1,2.902,0.131,ELF2
ENST00000421374.1,3.159,0.010,SPECC1L
ENST00000290039.5,0.178,2.131,CACHD1
ENST00000392102.1,1.902,0.010,TTLL4
ENST00000233156.3,0.089,1.171,TFPI
ENST00000435359.1,6.140,0.263,CLUH
ENST00000521288.1,0.317,4.958,NUDT16
ENST00000492395.1,0.099,1.676,ZSWIM8
ENST00000579591.1,0.119,2.716,CDKN2B
ENST00000531653.1,16.707,1.010,PSMC3
ENST00000567759.1,1.466,0.121,TAF1C
ENST00000586740.1,0.040,1.191,EVPL
ENST00000394147.1,4.080,0.323,DGKA
ENST00000453908.2,0.139,1.969,SH3D21
ENST00000559279.1,4.991,0.020,KIF23
ENST00000376083.3,2.724,0.222,AGTPBP1
ENST00000481853.1,2.773,0.172,TIPARP
ENST00000444179.1,12.815,1.212,SHC1
ENST00000536334.1,0.010,0.565,ABI1
ENST00000542001.1,0.089,2.030,VARS2
ENST00000504465.1,1.268,0.010,CAST
ENST00000399039.4,0.089,1.807,CTNND1
ENST00000513780.1,1.476,0.030,BACE1
ENST00000444300.1,0.921,0.010,DET1
ENST00000376568.3,3.169,0.030,DDR1
ENST00000478861.1,0.030,4.907,HELZ2
ENST00000566635.1,0.030,1.252,HERC2
ENST00000452929.2,3.843,0.333,KLC1
ENST00000370169.1,0.683,0.010,POLL
ENST00000458124.1,0.050,1.666,SLC6A6
ENST00000260604.4,3.575,0.303,PNPT1
ENST00000434667.3,0.030,2.999,SCAF4
ENST00000549505.1,0.109,3.231,RAB5B
ENST00000541170.3,0.604,6.846,C7orf55-LUC7L2
