	R1506023209.filt.isoforms	R1506023212.filt.isoforms
ENST00000543648.1,3.186,0.010,PCGF5
ENST00000545854.1,0.187,3.315,RNF121
ENST00000303154.6,0.462,9.662,RP11-423H2.1
ENST00000542103.1,7.994,0.773,C22orf39
ENST00000485033.2,0.059,1.485,KRBA1
ENST00000369315.1,1.160,0.010,CASP7
ENST00000381022.2,0.059,0.885,MPDZ
ENST00000403299.1,5.290,0.753,CARD10
ENST00000574426.2,4.435,0.346,CLUH
ENST00000397863.1,0.403,0.010,MBP
ENST00000492112.2,9.892,0.966,SRSF10
ENST00000340545.5,0.088,1.170,MEIS2
ENST00000233505.8,8.525,0.946,CENPA
ENST00000531253.1,6.745,0.122,MYO18A
ENST00000343017.6,0.678,0.041,SNX18
ENST00000562225.1,0.108,4.312,IFI16
ENST00000296805.3,1.613,0.102,GFM2
ENST00000586740.1,0.039,0.875,EVPL
ENST00000314191.2,2.242,17.838,PRKDC
ENST00000395376.1,0.039,1.220,PHF20L1
ENST00000372386.5,0.619,8.512,ASS1
ENST00000293349.6,1.770,0.112,PLEKHH3
ENST00000437082.1,2.999,0.254,RP11-438J1.1
ENST00000570388.1,2.370,0.051,PCYT2
ENST00000542001.1,0.088,1.251,VARS2
ENST00000536334.1,0.010,1.007,ABI1
ENST00000502878.2,3.717,0.397,HMCES
ENST00000559416.1,23.776,2.878,DUT
ENST00000399039.4,0.088,1.281,CTNND1
ENST00000532820.1,25.172,2.787,CAPRIN1
ENST00000447838.2,2.173,0.041,ANKRD6
ENST00000458124.1,0.049,1.698,SLC6A6
ENST00000471273.1,0.295,4.678,TBC1D23
ENST00000478348.1,4.051,128.783,S100A10
ENST00000543229.1,2.330,0.153,CCAR1
ENST00000476241.1,13.363,0.915,HNRNPU
ENST00000457312.1,10.836,0.315,SF3B4
ENST00000553409.1,1.760,0.051,NRDE2
ENST00000537947.1,0.020,1.729,STARD10
ENST00000521075.1,2.439,0.295,ASAP1
ENST00000469154.1,0.039,1.068,SMARCD3
ENST00000552959.1,9.931,0.539,ATP5B
ENST00000554390.1,5.034,0.590,SMEK1
ENST00000262544.2,0.010,3.753,SEC23B
ENST00000400907.2,0.118,2.227,RERE
ENST00000471844.2,1.298,0.020,ARNT
ENST00000519656.1,1.219,20.727,EFR3A
ENST00000488543.1,0.197,3.132,HDAC6
ENST00000509358.2,4.356,0.417,MCCC2
ENST00000521943.1,6.234,0.559,TLK1
ENST00000446045.1,0.108,2.492,AAED1
ENST00000446622.1,4.494,0.132,ATIC
