	R1506023210.filt.isoforms	R1506023213.filt.isoforms
ENST00000577961.1,0.203,3.739,YES1
ENST00000562646.1,1.704,0.103,RBMX
ENST00000398951.2,0.842,0.031,DTNB
ENST00000334503.4,9.536,0.465,EFR3A
ENST00000508491.1,2.188,0.041,UTP15
ENST00000438534.2,1.965,0.134,PSRC1
ENST00000303154.6,0.339,14.574,RP11-423H2.1
ENST00000530767.1,1.675,0.155,BCLAF1
ENST00000545913.1,0.039,0.516,CIT
ENST00000525423.1,0.494,0.021,SYTL2
ENST00000523539.1,0.310,4.121,PTK2
ENST00000521780.1,1.452,0.072,EPHX2
ENST00000368215.3,1.365,0.134,PTPRK
ENST00000466048.2,0.077,2.241,USP54
ENST00000543245.2,3.292,51.996,ACADVL
ENST00000590654.1,1.597,0.062,GALNT1
ENST00000397871.1,0.232,5.888,THOC5
ENST00000469141.2,9.372,0.847,THRAP3
ENST00000375963.3,2.285,0.196,ZCCHC6
ENST00000548998.1,33.295,4.400,KRT8
ENST00000311234.4,2.566,0.103,INTS6
ENST00000324301.8,0.242,7.210,CNDP2
ENST00000374773.1,0.077,2.086,PARD3
ENST00000542207.1,4.531,0.165,RNF10
ENST00000494050.1,0.687,0.010,CEP97
ENST00000361248.4,0.058,1.095,MXI1
ENST00000515752.1,0.106,1.901,SDHA
ENST00000374431.3,1.636,0.114,LPAR1
ENST00000350092.4,1.046,15.938,PTBP1
ENST00000424629.1,0.329,3.223,ZNF561
ENST00000535662.1,5.305,0.413,YY1AP1
ENST00000447176.1,0.126,4.979,FUOM
ENST00000274392.9,0.145,2.696,PAM
ENST00000540339.1,1.791,0.103,RP11-1212A22.1
ENST00000416404.2,4.967,0.341,PHF6
ENST00000444300.1,0.010,0.940,DET1
ENST00000454591.2,3.621,0.031,ECHDC1
ENST00000458124.1,1.597,0.021,SLC6A6
ENST00000392316.1,9.972,0.186,MYO1B
ENST00000491704.1,1.123,0.031,ARMC8
ENST00000567607.1,0.019,2.107,TGFB1I1
ENST00000431224.2,0.010,12.302,THUMPD1
ENST00000258597.5,1.326,0.010,NEK3
ENST00000484722.1,0.019,1.064,C15orf27
ENST00000448323.1,0.019,0.981,SEC31A
ENST00000408954.3,1.026,0.093,DAPK1
ENST00000463739.1,2.033,0.031,LRWD1
ENST00000476064.1,0.010,1.849,NPRL2
ENST00000540603.1,5.625,0.454,LAMP2
ENST00000469585.1,7.842,0.331,PTCD3
ENST00000369496.4,4.182,36.926,ATP1A1
ENST00000341923.6,2.963,0.196,RABEP1
ENST00000262544.2,5.015,0.620,SEC23B
ENST00000482648.1,0.087,1.178,RALGDS
ENST00000554396.1,0.010,1.828,POLE2
ENST00000545328.2,3.582,0.351,SEC23A
ENST00000248420.5,1.994,0.072,CACTIN
ENST00000519584.1,0.194,3.057,ENO3
ENST00000456334.1,0.010,1.446,SLC35C1
ENST00000442475.1,0.194,3.977,P2RX6
ENST00000350057.5,2.449,0.031,MDM2
ENST00000395927.1,2.169,0.124,GRHL2
ENST00000537549.1,1.597,0.062,GALNT1
ENST00000436586.2,5.751,0.227,FUBP1
ENST00000389347.4,1.607,0.010,CCDC64B
ENST00000531973.1,8.326,0.010,C14orf169
ENST00000337540.7,0.077,1.498,ZFYVE27
ENST00000605660.1,0.077,1.560,PPP1R26
ENST00000355125.3,0.300,3.233,BTBD7
ENST00000461665.1,3.563,0.010,MDH2
ENST00000452145.2,0.097,2.066,AGAP10
ENST00000400167.2,0.019,6.559,TGIF1
ENST00000489903.1,0.968,0.021,RCAN1
ENST00000445806.2,0.600,0.021,GMIP
ENST00000379923.1,0.029,12.064,ACO1
ENST00000354582.6,0.010,0.362,ITPR1
ENST00000396548.1,0.242,4.059,TRIM39
ENST00000358397.5,0.562,7.354,ESRP1
